Version,File Name,Method Name,LOC,CognitiveComplexity,CyclomaticComplexity,CodeSmells,NestingDepth,ParameterCount,ChurnTotal,AvgAdded,MaxAdded,AvgDeleted,MaxDeleted,AvgChurn,MaxChurn,ElseAdded,ElseDeleted,CondChanges,DecisionPoints,Histories,Authors,Buggy
release-4.0.0,FIFODeliveryManager.java,long getLastSeqIdCommunicatedExternally(),3,0,1,0,0,0,2,1.00,1,1.00,1,2.00,2,0,0,0,0,1,1,No
release-4.0.0,FIFODeliveryManager.java,void setNotConnected(),4,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,FIFODeliveryManager.java,long getLastLocalSeqIdDelivered(),3,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,FIFODeliveryManager.java,void sendingFinished(),19,2,3,0,1,0,26,2.67,10,1.67,9,4.33,19,0,0,1,2,6,1,Yes
release-4.0.0,FIFODeliveryManager.java,"void scanFailed(Object, Exception)",8,1,2,0,1,2,4,1.00,1,0.00,0,1.00,1,0,0,0,1,4,1,No
release-4.0.0,FIFODeliveryManager.java,"void messageScanned(Object, Message)",28,2,3,0,1,2,52,13.00,13,0.00,0,13.00,13,0,0,0,2,4,1,Yes
release-4.0.0,FIFODeliveryManager.java,"void removeDeliveryPtr(ActiveSubscriberState, Long, boolean, boolean)",27,4,5,0,1,4,0,0.00,0,0.00,0,0.00,0,0,0,0,4,0,0,No
release-4.0.0,FIFODeliveryManager.java,long getMinimumSeqId(ByteString),8,1,2,0,1,1,0,0.00,0,0.00,0,0.00,0,0,0,0,1,0,0,No
release-4.0.0,FIFODeliveryManager.java,void retryErroredSubscriberAfterDelay(ActiveSubscriberState),8,1,2,0,1,1,4,0.33,1,1.00,1,1.33,2,0,0,0,1,3,2,Yes
release-4.0.0,FIFODeliveryManager.java,boolean isConnected(),3,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,FIFODeliveryManager.java,void performRequest(),3,0,1,0,0,0,57,2.33,11,0.83,3,3.17,12,1,0,2,0,18,2,Yes
release-4.0.0,FIFODeliveryManager.java,void run(),23,3,4,0,2,0,5,5.00,5,0.00,0,5.00,5,0,0,0,3,1,1,Yes
release-4.0.0,FIFODeliveryManager.java,"void stopServingSubscriber(ByteString, ByteString)",7,1,2,0,1,2,0,0.00,0,0.00,0,0.00,0,0,0,0,1,0,0,No
release-4.0.0,FIFODeliveryManager.java,void stop(),3,0,1,0,0,0,4,1.00,1,0.00,0,1.00,1,0,0,0,0,4,1,Yes
release-4.0.0,FIFODeliveryManager.java,ByteString getTopic(),3,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,FIFODeliveryManager.java,void transientErrorOnSend(),3,0,1,0,0,0,4,1.00,1,0.00,0,1.00,1,0,0,0,0,4,1,Yes
release-4.0.0,FIFODeliveryManager.java,"SortedMap<Long, Set<ActiveSubscriberState>> newInstance()",4,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,FIFODeliveryManager.java,"void moveDeliveryPtrForward(ActiveSubscriberState, long, long)",3,0,1,0,0,3,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,FIFODeliveryManager.java,void setLastScanErrorTime(long),3,0,1,0,0,1,2,1.00,1,1.00,1,2.00,2,0,0,0,0,1,1,No
release-4.0.0,FIFODeliveryManager.java,"void addDeliveryPtr(ActiveSubscriberState, Long)",9,0,1,0,0,2,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,FIFODeliveryManager.java,void enqueueWithoutFailure(DeliveryManagerRequest),5,1,2,0,1,1,0,0.00,0,0.00,0,0.00,0,0,0,0,1,0,0,No
release-4.0.0,FIFODeliveryManager.java,String toString(),10,0,1,0,0,0,4,3.00,3,1.00,1,4.00,4,0,0,0,0,1,1,Yes
release-4.0.0,LedgerOutputStream.java,void flush(),20,1,2,2,1,0,0,0.00,0,0.00,0,0.00,0,0,0,0,1,0,0,No
release-4.0.0,LedgerOutputStream.java,void write(int),6,0,1,2,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,LedgerOutputStream.java,void write(byte[]),15,1,2,2,1,1,0,0.00,0,0.00,0,0.00,0,0,0,0,1,0,0,No
release-4.0.0,LedgerOutputStream.java,"void write(byte[], int, int)",9,1,2,2,1,3,0,0.00,0,0.00,0,0.00,0,0,0,0,1,0,0,No
release-4.0.0,LedgerOutputStream.java,boolean makeSpace(int),10,3,4,2,2,1,0,0.00,0,0.00,0,0.00,0,0,0,0,3,0,0,No
release-4.0.0,LedgerOutputStream.java,void close(),6,0,1,2,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,SafeAsynBKCallback.java,"void safeOpenComplete(int, LedgerHandle, Object)",1,0,1,0,0,3,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,SafeAsynBKCallback.java,"void openComplete(int, LedgerHandle, Object)",8,0,1,0,0,3,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,SafeAsynBKCallback.java,"void createComplete(int, LedgerHandle, Object)",9,0,1,0,0,3,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,SafeAsynBKCallback.java,"void safeCreateComplete(int, LedgerHandle, Object)",1,0,1,0,0,3,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,SafeAsynBKCallback.java,"void closeComplete(int, LedgerHandle, Object)",8,0,1,0,0,3,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,SafeAsynBKCallback.java,"void safeCloseComplete(int, LedgerHandle, Object)",1,0,1,0,0,3,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,SafeAsynBKCallback.java,"void addComplete(int, LedgerHandle, long, Object)",8,0,1,0,0,4,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,SafeAsynBKCallback.java,"void safeAddComplete(int, LedgerHandle, long, Object)",1,0,1,0,0,4,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,SafeAsynBKCallback.java,"void safeReadComplete(int, LedgerHandle, Enumeration<LedgerEntry>, Object)",1,0,1,0,0,4,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,SafeAsynBKCallback.java,"void readComplete(int, LedgerHandle, Enumeration<LedgerEntry>, Object)",9,0,1,0,0,4,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,ProxyPublishHander.java,"void handleRequest(PubSubRequest, Channel)",23,1,2,0,1,2,0,0.00,0,0.00,0,0.00,0,0,0,0,1,0,0,No
release-4.0.0,ProxyPublishHander.java,"void operationFailed(Object, PubSubException)",4,0,1,0,0,2,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,ProxyPublishHander.java,"void operationFinished(Object, Void)",4,0,1,0,0,2,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,Subscriber.java,"void asyncSubscribe(ByteString, ByteString, CreateOrAttach, Callback<Void>, Object)",2,0,1,0,0,5,1,1.00,1,0.00,0,1.00,1,0,0,0,0,1,1,No
release-4.0.0,Subscriber.java,"void stopDelivery(ByteString, ByteString)",1,0,1,0,0,2,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,Subscriber.java,"void closeSubscription(ByteString, ByteString)",1,0,1,0,0,2,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,Subscriber.java,"void consume(ByteString, ByteString, MessageSeqId)",2,0,1,0,0,3,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,Subscriber.java,"boolean hasSubscription(ByteString, ByteString)",2,0,1,0,0,2,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,Subscriber.java,List<ByteString> getSubscriptionList(ByteString),2,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,Subscriber.java,"void asyncCloseSubscription(ByteString, ByteString, Callback<Void>, Object)",2,0,1,0,0,4,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,Subscriber.java,"void startDelivery(ByteString, ByteString, MessageHandler)",2,0,1,0,0,3,2,1.00,1,1.00,1,2.00,2,0,0,0,0,1,1,No
release-4.0.0,Subscriber.java,"void subscribe(ByteString, ByteString, CreateOrAttach)",3,0,1,0,0,3,1,1.00,1,0.00,0,1.00,1,0,0,0,0,1,1,No
release-4.0.0,Subscriber.java,"void unsubscribe(ByteString, ByteString)",2,0,1,0,0,2,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,Subscriber.java,"void asyncUnsubscribe(ByteString, ByteString, Callback<Void>, Object)",1,0,1,0,0,4,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,AbstractConfiguration.java,void setLedgerManagerType(String),3,0,1,1,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,AbstractConfiguration.java,String getLedgerManagerType(),3,0,1,1,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,AbstractConfiguration.java,String getZkLedgersRootPath(),3,0,1,1,0,0,9,9.00,9,0.00,0,9.00,9,0,0,0,0,1,1,No
release-4.0.0,AbstractConfiguration.java,void setZkLedgersRootPath(String),3,0,1,1,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,AbstractConfiguration.java,void loadConf(URL),4,0,1,1,0,1,9,9.00,9,0.00,0,9.00,9,0,0,0,0,1,1,No
release-4.0.0,AbstractConfiguration.java,void loadConf(AbstractConfiguration),3,0,1,1,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,SubscribeHandler.java,"void operationFinished(Object, MessageSeqId)",40,2,3,0,1,2,2,1.00,1,1.00,1,2.00,2,0,0,0,2,1,1,Yes
release-4.0.0,SubscribeHandler.java,void channelDisconnected(Channel),11,1,2,0,1,1,0,0.00,0,0.00,0,0.00,0,0,0,0,1,0,0,No
release-4.0.0,SubscribeHandler.java,"void operationFailed(Object, PubSubException)",5,0,1,0,0,2,27,24.00,24,3.00,3,27.00,27,0,0,0,0,1,1,Yes
release-4.0.0,SubscribeHandler.java,"void handleRequestAtOwner(PubSubRequest, Channel)",76,3,4,0,1,2,45,5.40,24,3.60,12,9.00,27,0,0,0,3,5,2,Yes
release-4.0.0,BookieException.java,int getCode(),3,0,1,4,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,BookieException.java,String getMessage(int),12,4,5,4,1,1,34,3.38,16,0.88,3,4.25,19,1,0,5,4,8,2,Yes
release-4.0.0,BookieException.java,BookieException create(int),10,3,4,4,1,1,4,4.00,4,0.00,0,4.00,4,0,0,2,3,1,1,Yes
release-4.0.0,BookieException.java,void setCode(int),3,0,1,4,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,MessageConsumeCallback.java,"void operationFailed(Object, PubSubException)",16,0,1,1,0,2,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,MessageConsumeCallback.java,void run(),7,0,1,1,0,0,17,15.00,15,2.00,2,17.00,17,0,0,2,0,1,1,Yes
release-4.0.0,MessageConsumeCallback.java,"void operationFinished(Object, Void)",9,0,1,1,0,2,16,14.00,14,2.00,2,16.00,16,0,0,2,0,1,1,Yes
release-4.0.0,LedgerManager.java,boolean containsActiveLedger(long),1,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,LedgerManager.java,void newLedgerPath(GenericCallback<String>),1,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,LedgerManager.java,String getLedgerPath(long),1,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,LedgerManager.java,void garbageCollectLedgers(GarbageCollector),1,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,LedgerManager.java,void removeActiveLedger(long),1,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,LedgerManager.java,"void addActiveLedger(long, boolean)",1,0,1,0,0,2,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,LedgerManager.java,long getLedgerId(String),1,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,LedgerManager.java,void gc(long),1,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,LedgerManager.java,"void asyncProcessLedgers(Processor<Long>, AsyncCallback.VoidCallback, Object, int, int)",2,0,1,0,0,5,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,LedgerManager.java,void close(),1,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,PendingAddOp.java,void unsetSuccessAndSendWriteRequest(int),32,6,7,3,2,1,18,18.00,18,0.00,0,18.00,18,0,0,3,6,1,1,Yes
release-4.0.0,PendingAddOp.java,PendingAddOp enableRecoveryAdd(),4,0,1,3,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,PendingAddOp.java,void setEntryId(long),3,0,1,3,0,1,1,1.00,1,0.00,0,1.00,1,0,0,0,0,1,1,Yes
release-4.0.0,PendingAddOp.java,"void sendWriteRequest(int, int)",6,0,1,3,0,2,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,PendingAddOp.java,"void writeComplete(int, long, long, InetSocketAddress, Object)",38,7,8,3,2,5,43,4.13,6,1.25,5,5.38,8,0,0,6,7,8,3,Yes
release-4.0.0,PendingAddOp.java,void submitCallback(int),4,0,1,3,0,1,1,0.00,0,1.00,1,1.00,1,0,0,0,0,1,1,Yes
release-4.0.0,PendingAddOp.java,void initiate(ChannelBuffer),7,1,2,3,1,1,2,1.00,1,1.00,1,2.00,2,0,0,0,1,1,1,Yes
release-4.0.0,HedwigClient.java,Subscriber getSubscriber(),4,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,HedwigClient.java,Publisher getPublisher(),4,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,HedwigClient.java,void close(),4,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,SslClientContextFactory.java,boolean isClient(),4,0,1,1,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,ServerConfiguration.java,ServerConfiguration setFlushInterval(int),4,0,1,1,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,ServerConfiguration.java,ServerConfiguration setMaxJournalSize(long),4,0,1,1,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,ServerConfiguration.java,String getZkServers(),3,0,1,1,0,0,10,2.33,5,1.00,1,3.33,6,0,0,1,0,3,2,Yes
release-4.0.0,ServerConfiguration.java,ServerConfiguration setZkTimeout(int),4,0,1,1,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,ServerConfiguration.java,int getOpenFileLimit(),3,0,1,1,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,ServerConfiguration.java,boolean getServerTcpNoDelay(),3,0,1,1,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,ServerConfiguration.java,int getFlushInterval(),3,0,1,1,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,ServerConfiguration.java,int getDeathWatchInterval(),3,0,1,1,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,ServerConfiguration.java,File getJournalDir(),7,1,2,1,1,0,0,0.00,0,0.00,0,0.00,0,0,0,0,1,0,0,No
release-4.0.0,ServerConfiguration.java,ServerConfiguration setGcWaitTime(long),4,0,1,1,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,ServerConfiguration.java,String[] getLedgerDirNames(),7,1,2,1,1,0,8,1.00,1,1.00,1,2.00,2,0,0,1,1,4,1,Yes
release-4.0.0,ServerConfiguration.java,ServerConfiguration setServerTcpNoDelay(boolean),4,0,1,1,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,ServerConfiguration.java,ServerConfiguration setEntryLogSizeLimit(long),4,0,1,1,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,ServerConfiguration.java,int getPageSize(),3,0,1,1,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,ServerConfiguration.java,int getMaxBackupJournals(),3,0,1,1,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,ServerConfiguration.java,long getEntryLogSizeLimit(),3,0,1,1,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,ServerConfiguration.java,long getGcWaitTime(),3,0,1,1,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,ServerConfiguration.java,ServerConfiguration setBookiePort(int),4,0,1,1,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,ServerConfiguration.java,int getPageLimit(),3,0,1,1,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,ServerConfiguration.java,ServerConfiguration setJournalDirName(String),4,0,1,1,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,ServerConfiguration.java,String getJournalDirName(),3,0,1,1,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,ServerConfiguration.java,ServerConfiguration setLedgerDirNames(String[]),7,1,2,1,1,1,2,1.00,1,1.00,1,2.00,2,0,0,0,1,1,1,Yes
release-4.0.0,ServerConfiguration.java,ServerConfiguration setZkServers(String),4,0,1,1,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,ServerConfiguration.java,int getZkTimeout(),3,0,1,1,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,ServerConfiguration.java,File[] getLedgerDirs(),11,2,3,1,1,0,8,1.00,1,3.00,3,4.00,4,0,0,0,2,2,1,Yes
release-4.0.0,ServerConfiguration.java,long getMaxJournalSize(),3,0,1,1,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,ServerConfiguration.java,int getBookiePort(),3,0,1,1,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,ServerConfiguration.java,ServerConfiguration setMaxBackupJournals(int),4,0,1,1,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,UmbrellaHandler.java,"void channelConnected(ChannelHandlerContext, ChannelStateEvent)",17,7,8,1,3,2,4,1.00,1,1.00,1,2.00,2,0,0,0,7,2,1,Yes
release-4.0.0,UmbrellaHandler.java,"void sendErrorResponseToMalformedRequest(Channel, long, String)",8,1,2,1,1,3,0,0.00,0,0.00,0,0.00,0,0,0,0,1,0,0,No
release-4.0.0,UmbrellaHandler.java,"void exceptionCaught(ChannelHandlerContext, ExceptionEvent)",26,3,4,1,2,2,0,0.00,0,0.00,0,0.00,0,0,0,0,3,0,0,No
release-4.0.0,UmbrellaHandler.java,"void channelDisconnected(ChannelHandlerContext, ChannelStateEvent)",7,0,1,1,0,2,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,UmbrellaHandler.java,void operationComplete(ChannelFuture),10,3,4,1,2,1,0,0.00,0,0.00,0,0.00,0,0,0,0,3,0,0,No
release-4.0.0,UmbrellaHandler.java,"void messageReceived(ChannelHandlerContext, MessageEvent)",22,2,3,1,1,2,0,0.00,0,0.00,0,0.00,0,0,0,0,2,0,0,No
release-4.0.0,UmbrellaHandler.java,"void channelOpen(ChannelHandlerContext, ChannelStateEvent)",9,1,2,1,1,2,0,0.00,0,0.00,0,0.00,0,0,0,0,1,0,0,No
release-4.0.0,PersistenceManagerWithRangeScan.java,void scanMessages(RangeScanRequest),1,0,1,0,0,1,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,DeliveryCallback.java,void transientErrorOnSend(),1,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,DeliveryCallback.java,void permanentErrorOnSend(),1,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,DeliveryCallback.java,void sendingFinished(),1,0,1,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,BookKeeperTools.java,void main(String[]),35,5,6,4,2,1,8,1.00,1,1.00,1,2.00,2,0,0,4,5,4,1,Yes
release-4.0.0,TerminateJVMExceptionHandler.java,"void uncaughtException(Thread, Throwable)",5,0,1,1,0,2,2,1.00,1,1.00,1,2.00,2,0,0,0,0,1,1,Yes
release-4.0.0,AbstractZkLedgerManager.java,"void doAsyncGetLedgersInSingleNode(String, GenericCallback<HashSet<Long>>)",37,3,4,6,1,2,0,0.00,0,0.00,0,0.00,0,0,0,0,3,0,0,No
release-4.0.0,AbstractZkLedgerManager.java,"void asyncGetLedgersInSingleNode(String, GenericCallback<HashSet<Long>>)",20,2,3,6,1,2,0,0.00,0,0.00,0,0.00,0,0,0,0,2,0,0,No
release-4.0.0,AbstractZkLedgerManager.java,boolean isSpecialZnode(String),7,1,2,6,1,1,3,2.00,2,1.00,1,3.00,3,0,0,1,1,1,1,Yes
release-4.0.0,AbstractZkLedgerManager.java,"void processResult(int, String, Object)",15,2,3,6,1,3,36,9.00,9,0.00,0,9.00,9,4,0,4,2,4,2,Yes
release-4.0.0,AbstractZkLedgerManager.java,HashSet<Long> getLedgersInSingleNode(String),26,3,4,6,1,1,2,1.00,1,1.00,1,2.00,2,0,0,1,3,1,1,Yes
release-4.0.0,AbstractZkLedgerManager.java,"void processResult(int, String, Object, List<String>)",32,3,4,6,1,4,0,0.00,0,0.00,0,0.00,0,0,0,0,3,0,0,No
release-4.0.0,AbstractZkLedgerManager.java,"void asyncProcessLedgersInSingleNode(String, Processor<Long>, AsyncCallback.VoidCallback, Object, int, int)",31,3,4,6,1,6,0,0.00,0,0.00,0,0.00,0,0,0,0,3,0,0,No
release-4.0.0,AbstractZkLedgerManager.java,"void operationComplete(int, HashSet<Long>)",24,3,4,6,1,2,0,0.00,0,0.00,0,0.00,0,0,0,0,3,0,0,Yes
release-4.0.0,AbstractZkLedgerManager.java,void close(),3,0,1,6,0,0,41,8.20,21,0.00,0,8.20,21,0,0,1,0,5,3,Yes
release-4.0.0,TrivialOwnAllTopicManager.java,"void realGetOwner(ByteString, boolean, Callback<HedwigSocketAddress>, Object)",11,1,2,0,1,4,0,0.00,0,0.00,0,0.00,0,0,0,0,1,0,0,No
release-4.0.0,TrivialOwnAllTopicManager.java,"void postReleaseCleanup(ByteString, Callback<Void>, Object)",5,0,1,0,0,3,5,5.00,5,0.00,0,5.00,5,0,0,0,0,1,1,No
release-4.0.0,BookKeeper.java,"LedgerHandle createLedger(DigestType, byte[])",4,0,1,3,0,2,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,No
release-4.0.0,BookKeeper.java,"void asyncDeleteLedger(long, DeleteCallback, Object)",3,0,1,3,0,3,51,6.20,10,4.00,8,10.20,11,0,0,2,0,5,3,Yes
