Version,File Name,Method Name,LOC,CognitiveComplexity,CyclomaticComplexity,CodeSmells,NestingDepth,ParameterCount,Churn,ElseAdded,ElseDeleted,DecisionPoints,Buggy
1,WriteHandle.java,CompletableFuture<Long> appendAsync(ByteBuf),1,0,1,0,0,1,0,0,0,0,No
1,WriteHandle.java,long getLastAddPushed(),1,0,1,0,0,0,0,0,0,0,No
1,WriteHandle.java,void close(),4,0,1,0,0,0,0,0,0,0,No
1,MetastoreTable.java,"void get(String, Set<String>, MetastoreCallback<Versioned<Value>>, Object)",1,0,1,0,0,4,0,0,0,0,No
1,MetastoreTable.java,"void openCursor(Set<String>, MetastoreCallback<MetastoreCursor>, Object)",1,0,1,0,0,3,0,0,0,0,No
1,MetastoreTable.java,"void get(String, MetastoreWatcher, MetastoreCallback<Versioned<Value>>, Object)",1,0,1,0,0,4,21,0,0,0,Yes
1,MetastoreTable.java,"void openCursor(MetastoreCallback<MetastoreCursor>, Object)",1,0,1,0,0,2,0,0,0,0,No
1,MetastoreTable.java,String getName(),1,0,1,0,0,0,0,0,0,0,No
1,MetastoreTable.java,"void put(String, Value, Version, MetastoreCallback<Version>, Object)",1,0,1,0,0,5,0,0,0,0,No
1,MetastoreTable.java,"void get(String, MetastoreCallback<Versioned<Value>>, Object)",1,0,1,0,0,3,0,0,0,0,No
1,MetastoreTable.java,"void remove(String, Version, MetastoreCallback<Void>, Object)",1,0,1,0,0,4,0,0,0,0,No
1,MetastoreTable.java,void close(),1,0,1,0,0,0,0,0,0,0,No
1,EntryKey.java,long getLedgerId(),3,0,1,0,0,0,0,0,0,0,No
1,EntryKey.java,"int compare(EntryKey, EntryKey)",8,1,2,0,1,2,2,0,0,1,Yes
1,EntryKey.java,int hashCode(),4,0,1,0,0,0,2,0,0,0,Yes
1,EntryKey.java,boolean equals(Object),8,1,2,0,1,1,10,0,0,1,Yes
1,EntryKey.java,long getEntryId(),3,0,1,0,0,0,0,0,0,0,No
1,SipHash24Parameters.java,String algorithm(),4,0,1,0,0,0,0,0,0,0,No
1,SipHash24Parameters.java,long seedHigh(),3,0,1,0,0,0,0,0,0,0,No
1,SipHash24Parameters.java,long seedLow(),3,0,1,0,0,0,0,0,0,0,No
1,WhoIsAuditorCommand.java,boolean getAuditor(ServerConfiguration),19,2,3,1,1,1,0,0,0,2,No
1,WhoIsAuditorCommand.java,"boolean apply(ServerConfiguration, CliFlags)",8,0,1,1,0,2,0,0,0,0,No
1,ConcurrentOpenHashSet.java,long capacity(),7,0,1,1,0,0,0,0,0,0,No
1,ConcurrentOpenHashSet.java,Builder<V> newBuilder(),3,0,1,1,0,0,0,0,0,0,No
1,ConcurrentOpenHashSet.java,"int signSafeMod(long, int)",3,0,1,1,0,2,0,0,0,0,No
1,ConcurrentOpenHashSet.java,void forEach(Consumer<? super V>),42,7,8,1,2,1,0,0,0,7,No
1,ConcurrentOpenHashSet.java,ConcurrentOpenHashSet<V> build(),4,0,1,1,0,0,0,0,0,0,No
1,ConcurrentOpenHashSet.java,Builder<V> shrinkFactor(float),4,0,1,1,0,1,0,0,0,0,No
1,ConcurrentOpenHashSet.java,"boolean add(V, int)",52,40,41,1,5,2,0,0,0,40,No
1,ConcurrentOpenHashSet.java,List<V> values(),5,0,1,1,0,0,0,0,0,0,No
1,ConcurrentOpenHashSet.java,void shrinkToInitCapacity(),12,0,1,1,0,0,0,0,0,0,No
1,ConcurrentOpenHashSet.java,"void insertValueNoLock(V[], V)",17,3,4,1,2,2,0,0,0,3,No
1,ConcurrentOpenHashSet.java,Builder<V> concurrencyLevel(int),4,0,1,1,0,1,0,0,0,0,No
1,ConcurrentOpenHashSet.java,Builder<V> mapIdleFactor(float),4,0,1,1,0,1,0,0,0,0,No
1,ConcurrentOpenHashSet.java,boolean isEmpty(),9,1,2,1,1,0,0,0,0,1,No
1,ConcurrentOpenHashSet.java,long hash(K),6,0,1,1,0,1,0,0,0,0,No
1,ConcurrentOpenHashSet.java,void clear(),15,1,2,1,1,0,0,0,0,1,No
1,ConcurrentOpenHashSet.java,void rehash(int),20,3,4,1,2,1,0,0,0,3,No
1,ConcurrentOpenHashSet.java,boolean remove(V),5,0,1,1,0,1,0,0,0,0,No
1,ConcurrentOpenHashSet.java,boolean contains(V),5,0,1,1,0,1,0,0,0,0,No
1,ConcurrentOpenHashSet.java,boolean add(V),5,0,1,1,0,1,0,0,0,0,No
1,ConcurrentOpenHashSet.java,int alignToPowerOfTwo(int),3,0,1,1,0,1,0,0,0,0,No
1,ConcurrentOpenHashSet.java,Section<V> getSection(long),5,0,1,1,0,1,0,0,0,0,No
1,ConcurrentOpenHashSet.java,Builder<V> expandFactor(float),4,0,1,1,0,1,0,0,0,0,No
1,ConcurrentOpenHashSet.java,"boolean contains(V, int)",49,32,33,1,4,2,0,0,0,32,No
1,ConcurrentOpenHashSet.java,Builder<V> autoShrink(boolean),4,0,1,1,0,1,0,0,0,0,No
1,ConcurrentOpenHashSet.java,long getUsedBucketCount(),7,0,1,1,0,0,0,0,0,0,No
1,ConcurrentOpenHashSet.java,"boolean remove(V, int)",61,22,23,1,4,2,0,0,0,22,No
1,ConcurrentOpenHashSet.java,Builder<V> mapFillFactor(float),4,0,1,1,0,1,0,0,0,0,No
1,ConcurrentOpenHashSet.java,Builder<V> expectedItems(int),4,0,1,1,0,1,0,0,0,0,No
1,ConcurrentOpenHashSet.java,long size(),7,0,1,1,0,0,0,0,0,0,No
1,MetaRangeStoreFactory.java,"MetaRangeStore createStore(MVCCAsyncStore<byte[], byte[]>)",1,0,1,0,0,1,0,0,0,0,No
1,InterleavedStorageRegenerateIndexOp.java,void initiate(boolean),76,4,5,3,1,1,0,0,0,4,No
1,InterleavedStorageRegenerateIndexOp.java,"long updateLastAddConfirmed(long, long)",4,0,1,3,0,2,0,0,0,0,No
1,InterleavedStorageRegenerateIndexOp.java,boolean accept(long),4,0,1,3,0,1,0,0,0,0,No
1,InterleavedStorageRegenerateIndexOp.java,"void process(long, long, ByteBuf)",20,2,3,3,1,3,0,0,0,2,No
1,InterleavedStorageRegenerateIndexOp.java,"long getEntryOffset(long, long)",4,0,1,3,0,2,0,0,0,0,No
1,InterleavedStorageRegenerateIndexOp.java,boolean setFenced(long),4,0,1,3,0,1,0,0,0,0,No
1,InterleavedStorageRegenerateIndexOp.java,"void putEntryOffset(long, long, long)",3,0,1,3,0,3,0,0,0,0,No
1,InterleavedStorageRegenerateIndexOp.java,OfLong getEntriesIterator(long),4,0,1,3,0,1,0,0,0,0,No
1,InterleavedStorageRegenerateIndexOp.java,void deleteLedger(long),3,0,1,3,0,1,0,0,0,0,No
1,InterleavedStorageRegenerateIndexOp.java,void close(),3,0,1,3,0,0,0,0,0,0,No
1,InterleavedStorageRegenerateIndexOp.java,"void setMasterKey(long, byte[])",3,0,1,3,0,2,0,0,0,0,No
1,InterleavedStorageRegenerateIndexOp.java,Long getLastAddConfirmed(long),4,0,1,3,0,1,0,0,0,0,No
1,InterleavedStorageRegenerateIndexOp.java,byte[] readMasterKey(long),4,0,1,3,0,1,0,0,0,0,No
1,InterleavedStorageRegenerateIndexOp.java,boolean ledgerExists(long),4,0,1,3,0,1,0,0,0,0,No
1,InterleavedStorageRegenerateIndexOp.java,ByteBuf getExplicitLac(long),4,0,1,3,0,1,0,0,0,0,No
1,InterleavedStorageRegenerateIndexOp.java,"boolean waitForLastAddConfirmedUpdate(long, long, Watcher<LastAddConfirmedUpdateNotification>)",7,0,1,3,0,3,0,0,0,0,No
1,InterleavedStorageRegenerateIndexOp.java,"void cancelWaitForLastAddConfirmedUpdate(long, Watcher<LastAddConfirmedUpdateNotification>)",6,0,1,3,0,2,0,0,0,0,No
1,InterleavedStorageRegenerateIndexOp.java,long getLastEntry(),3,0,1,3,0,0,0,0,0,0,No
1,InterleavedStorageRegenerateIndexOp.java,void registerEntry(long),9,2,3,3,1,1,0,0,0,2,No
1,InterleavedStorageRegenerateIndexOp.java,boolean isFenced(long),4,0,1,3,0,1,0,0,0,0,No
1,InterleavedStorageRegenerateIndexOp.java,long getFirstEntry(),3,0,1,3,0,0,0,0,0,0,No
1,InterleavedStorageRegenerateIndexOp.java,"void setExplicitLac(long, ByteBuf)",3,0,1,3,0,2,0,0,0,0,No
1,InterleavedStorageRegenerateIndexOp.java,void flushLedger(boolean),3,0,1,3,0,1,0,0,0,0,No
1,InterleavedStorageRegenerateIndexOp.java,long getLastEntry(long),4,0,1,3,0,1,0,0,0,0,No
1,InterleavedStorageRegenerateIndexOp.java,long getNumEntries(),3,0,1,3,0,0,0,0,0,0,No
1,InterleavedStorageRegenerateIndexOp.java,PageEntriesIterable listEntries(long),4,0,1,3,0,1,0,0,0,0,No
1,InterleavedStorageRegenerateIndexOp.java,LedgerIndexMetadata readLedgerIndexMetadata(long),4,0,1,3,0,1,0,0,0,0,No
1,AsyncSemaphore.java,CompletableFuture<Permit> acquire(),23,4,5,1,2,0,0,0,0,4,No
1,AsyncSemaphore.java,CompletableFuture<T> acquireAndRun(Supplier<CompletableFuture<T>>),13,0,1,1,0,1,0,0,0,0,No
1,AsyncSemaphore.java,void releasePermit(Permit),8,1,2,1,1,1,0,0,0,1,No
1,AsyncSemaphore.java,CompletableFuture<Permit> newFuturePermit(),3,0,1,1,0,0,0,0,0,0,No
1,AsyncSemaphore.java,void fail(Throwable),7,0,1,1,0,1,0,0,0,0,No
1,AsyncSemaphore.java,void release(),4,0,1,1,0,0,0,0,0,0,No
1,Sequencer.java,long nextId(),1,0,1,0,0,0,0,0,0,0,No
1,CommandProcessor.java,"void applyCommand(long, ByteBuf, LocalStateStoreT)",1,0,1,0,0,3,0,0,0,0,No
1,CertUtils.java,"String[] getRolesFromOUMap(Map<String, String>)",14,3,4,1,2,1,0,0,0,3,No
1,CertUtils.java,String getOUStringFromSubject(String),13,1,2,1,1,1,0,0,0,1,No
1,CertUtils.java,String getOUString(X509Certificate),3,0,1,1,0,1,0,0,0,0,No
1,CertUtils.java,String[] getRolesFromOU(X509Certificate),3,0,1,1,0,1,0,0,0,0,No
1,CertUtils.java,"Map<String, String> getOUMapFromOUString(String)",13,3,4,1,2,1,0,0,0,3,No
1,CertUtils.java,"Map<String, String> getOUMap(X509Certificate)",3,0,1,1,0,1,0,0,0,0,No
1,EtcdLedgerManager.java,"void asyncProcessLedgers(Processor<Long>, VoidCallback, Object, int, int)",18,0,1,5,0,5,0,0,0,0,No
1,EtcdLedgerManager.java,"CompletableFuture<Versioned<LedgerMetadata>> createLedgerMetadata(long, LedgerMetadata)",51,3,4,5,2,2,0,0,0,3,No
1,EtcdLedgerManager.java,"void registerLedgerMetadataListener(long, LedgerMetadataListener)",47,5,6,5,2,2,0,0,0,5,No
1,EtcdLedgerManager.java,"void unregisterLedgerMetadataListener(long, LedgerMetadataListener)",5,0,1,5,0,2,0,0,0,0,No
1,EtcdLedgerManager.java,"CompletableFuture<Versioned<LedgerMetadata>> writeLedgerMetadata(long, LedgerMetadata, Version)",54,4,5,5,2,3,0,0,0,4,No
1,EtcdLedgerManager.java,"void processLedgers(KeyStream<Long>, Processor<Long>, VoidCallback, Object, int, int)",19,3,4,5,2,6,0,0,0,3,No
1,EtcdLedgerManager.java,boolean hasNext(),12,1,2,5,1,0,0,0,0,1,No
1,EtcdLedgerManager.java,LedgerRangeIterator getLedgerRanges(long),43,2,3,5,1,1,0,0,0,2,No
1,EtcdLedgerManager.java,LedgerRange next(),15,1,2,5,1,0,0,0,0,1,No
1,EtcdLedgerManager.java,boolean isClosed(),3,0,1,5,0,0,0,0,0,0,No
1,EtcdLedgerManager.java,"LedgerMetadataConsumer listenerToConsumer(long, LedgerMetadataListener, Consumer<Long>)",9,0,1,5,0,3,0,0,0,0,No
1,EtcdLedgerManager.java,CompletableFuture<Versioned<LedgerMetadata>> readLedgerMetadata(long),29,1,2,5,1,1,0,0,0,1,No
1,EtcdLedgerManager.java,ValueStream<LedgerMetadata> getLedgerMetadataStream(long),3,0,1,5,0,1,0,0,0,0,No
1,EtcdLedgerManager.java,"CompletableFuture<Void> removeLedgerMetadata(long, Version)",64,11,12,5,3,2,0,0,0,11,No
1,EtcdLedgerManager.java,"void unregisterLedgerMetadataListener(long, LedgerMetadataConsumer)",22,9,10,5,3,2,0,0,0,9,No
1,EtcdLedgerManager.java,void close(),10,1,2,5,1,0,0,0,0,1,No
1,RangeOptionBuilderImpl.java,RangeOptionBuilderImpl<K> create(Recycler<RangeOptionBuilderImpl<K>>),3,0,1,0,0,1,0,0,0,0,No
1,RangeOptionBuilderImpl.java,RangeOptionBuilderImpl<K> endKey(K),7,0,1,0,0,1,0,0,0,0,No
1,RangeOptionBuilderImpl.java,RangeOption<K> build(),10,0,1,0,0,0,0,0,0,0,No
1,RangeOptionBuilderImpl.java,void recycle(),13,0,1,0,0,0,0,0,0,0,No
1,AsyncCloseable.java,CompletableFuture<Void> asyncClose(),1,0,1,0,0,0,0,0,0,0,No
1,DynamicWeightedRandomSelectionImpl.java,T getNextRandom(),9,0,1,0,0,0,0,0,0,0,No
1,DynamicWeightedRandomSelectionImpl.java,"void updateMap(Map<T, WeightedObject>)",10,0,1,0,0,1,0,0,0,0,No
1,DynamicWeightedRandomSelectionImpl.java,void setMaxProbabilityMultiplier(int),4,0,1,0,0,1,0,0,0,0,No
1,DynamicWeightedRandomSelectionImpl.java,T getNextRandom(Collection<T>),81,11,12,0,2,1,0,0,0,11,No
1,DeleteCookieCommand.java,"void apply(RegistrationManager, Flags)",17,0,1,0,0,2,0,0,0,0,No
1,AbstractDNSToSwitchMapping.java,BookieAddressResolver getBookieAddressResolver(),3,0,1,0,0,0,0,0,0,0,No
1,AbstractDNSToSwitchMapping.java,void setBookieAddressResolver(BookieAddressResolver),4,0,1,0,0,1,0,0,0,0,No
1,AbstractDNSToSwitchMapping.java,boolean isMappingSingleSwitch(DNSToSwitchMapping),4,0,1,0,0,1,0,0,0,0,No
1,AbstractDNSToSwitchMapping.java,Configuration getConf(),4,0,1,0,0,0,0,0,0,0,No
1,AbstractDNSToSwitchMapping.java,void setConf(Configuration),5,0,1,0,0,1,0,0,0,0,No
1,AbstractDNSToSwitchMapping.java,boolean isSingleSwitchByScriptPolicy(),4,0,1,0,0,0,0,0,0,0,No
1,AbstractDNSToSwitchMapping.java,boolean isSingleSwitch(),3,0,1,0,0,0,0,0,0,0,No
1,AbstractDNSToSwitchMapping.java,void validateConf(),2,0,1,0,0,0,0,0,0,0,No
1,AbstractDNSToSwitchMapping.java,String dumpTopology(),18,1,2,0,1,0,0,0,0,1,No
1,AbstractDNSToSwitchMapping.java,"Map<String, String> getSwitchMap()",3,0,1,0,0,0,0,0,0,0,No
1,StatsLogger.java,"void registerGauge(String, Gauge<T>)",1,0,1,0,0,2,2,0,0,0,Yes
1,StatsLogger.java,Counter getThreadScopedCounter(String),1,0,1,0,0,1,0,0,0,0,No
1,StatsLogger.java,"void unregisterGauge(String, Gauge<T>)",1,0,1,0,0,2,12,0,0,0,Yes
1,StatsLogger.java,StatsLogger scope(String),1,0,1,0,0,1,2,0,0,0,Yes
1,StatsLogger.java,OpStatsLogger getOpStatsLogger(String),1,0,1,0,0,1,2,0,0,0,Yes
1,StatsLogger.java,"void removeScope(String, StatsLogger)",1,0,1,0,0,2,11,0,0,0,Yes
1,StatsLogger.java,"StatsLogger scopeLabel(String, String)",10,0,1,0,0,2,0,0,0,0,No
1,StatsLogger.java,OpStatsLogger getThreadScopedOpStatsLogger(String),1,0,1,0,0,1,0,0,0,0,No
1,StatsLogger.java,Counter getCounter(String),1,0,1,0,0,1,2,0,0,0,Yes
1,AbstractIntCrc.java,"int resumeRaw(int, byte[], int, int)",1,0,1,0,0,4,0,0,0,0,No
1,AbstractIntCrc.java,"int resumeUnchecked(int, byte[], int, int)",4,0,1,0,0,4,0,0,0,0,No
1,AbstractIntCrc.java,String algorithm(),4,0,1,0,0,0,0,0,0,0,No
1,AbstractIntCrc.java,int length(),4,0,1,0,0,0,0,0,0,0,No
1,AbstractIntCrc.java,int reflect(int),3,0,1,0,0,1,0,0,0,0,No
1,AbstractIntCrc.java,int initial(),4,0,1,0,0,0,0,0,0,0,No
1,IntHash.java,"int resume(int, ByteBuf)",1,0,1,0,0,2,0,0,0,0,No
1,IntHash.java,"int resume(int, ByteBuf, int, int)",1,0,1,0,0,4,0,0,0,0,No
1,IntHash.java,"int resume(int, byte[], int, int)",1,0,1,0,0,4,0,0,0,0,No
1,IntHash.java,int calculate(ByteBuf),1,0,1,0,0,1,0,0,0,0,No
1,IntHash.java,"int calculate(ByteBuf, int, int)",1,0,1,0,0,3,0,0,0,0,No
1,IntHash.java,boolean acceptsMemoryAddressBuffer(),1,0,1,0,0,0,0,0,0,0,No
1,MVCCRecord.java,void reset(),11,1,2,0,1,0,0,0,0,1,No
1,MVCCRecord.java,int compareModRev(long),3,0,1,0,0,1,0,0,0,0,No
1,MVCCRecord.java,MVCCRecord duplicate(),11,0,1,0,0,0,0,0,0,0,No
1,MVCCRecord.java,boolean test(RangeOption<?>),10,1,2,0,1,1,0,0,0,1,No
1,MVCCRecord.java,MVCCRecord newRecord(),3,0,1,0,0,0,0,0,0,0,No
1,MVCCRecord.java,MVCCRecord newObject(Handle<MVCCRecord>),4,0,1,0,0,1,0,0,0,0,No
1,MVCCRecord.java,boolean expired(),3,0,1,0,0,0,0,0,0,0,No
1,MVCCRecord.java,int compareVersion(long),3,0,1,0,0,1,0,0,0,0,No
1,MVCCRecord.java,"void setValue(ByteBuf, ValueType)",10,2,3,0,1,2,0,0,0,2,No
1,MVCCRecord.java,void recycle(),5,0,1,0,0,0,0,0,0,0,No
1,MVCCRecord.java,"KeyValueImpl<K, V> asKVRecord(KeyValueFactory<K, V>, K, Coder<V>)",12,0,1,0,0,3,0,0,0,0,No
1,MVCCRecord.java,int compareCreateRev(long),3,0,1,0,0,1,0,0,0,0,No
1,AbstractStatefulHash.java,boolean supportsUnsafe(),4,0,1,0,0,0,0,0,0,0,No
1,AbstractStatefulHash.java,void update(ByteBuffer),27,7,8,0,3,1,0,0,0,7,No
1,AbstractStatefulHash.java,void update(byte[]),4,0,1,0,0,1,0,0,0,0,No
1,AbstractStatefulHash.java,"int getBytes(byte[], int, int)",10,2,3,0,1,3,0,0,0,2,No
1,AbstractStatefulHash.java,"void update(long, long)",4,0,1,0,0,2,0,0,0,0,No
1,AbstractStatefulHash.java,"void writeBytes(byte[], int, int)",7,1,2,0,1,3,0,0,0,1,No
1,AbstractStatefulHash.java,byte[] getBytes(),6,0,1,0,0,0,0,0,0,0,No
1,AbstractStatefulHash.java,"void update(byte[], int, int)",8,2,3,0,1,3,0,0,0,2,No
1,AbstractStatefulHash.java,byte getByte(),4,0,1,0,0,0,0,0,0,0,No
1,AbstractStatefulHash.java,"void updateUnchecked(byte[], int, int)",1,0,1,0,0,3,0,0,0,0,No
1,AbstractStatefulHash.java,short getShort(),4,0,1,0,0,0,0,0,0,0,No
1,AlertStatsLogger.java,void initializeCountersIfNeeded(),11,2,3,1,1,0,0,0,0,2,No
1,AlertStatsLogger.java,String format(String),4,0,1,1,0,1,0,0,0,0,No
1,AlertStatsLogger.java,"void raise(String, Object...)",9,1,2,1,1,2,0,0,0,1,No
1,NormalIntCrc.java,"int resumeRaw(int, byte[], int, int)",6,1,2,1,1,4,0,0,0,1,No
1,RootRangeClientImplWithRetries.java,"CompletableFuture<StreamProperties> getStream(String, String)",5,0,1,0,0,2,0,0,0,0,No
1,RootRangeClientImplWithRetries.java,CompletableFuture<StreamProperties> getStream(long),5,0,1,0,0,1,0,0,0,0,No
1,RootRangeClientImplWithRetries.java,boolean shouldRetryOnException(Throwable),25,15,16,0,2,1,0,0,0,15,No
1,RootRangeClientImplWithRetries.java,CompletableFuture<NamespaceProperties> getNamespace(String),4,0,1,0,0,1,0,0,0,0,No
1,RootRangeClientImplWithRetries.java,"CompletableFuture<Boolean> deleteStream(String, String)",5,0,1,0,0,2,0,0,0,0,No
1,RootRangeClientImplWithRetries.java,CompletableFuture<T> runRpcWithRetries(Supplier<CompletableFuture<T>>),8,0,1,0,0,1,0,0,0,0,No
1,RootRangeClientImplWithRetries.java,"CompletableFuture<StreamProperties> createStream(String, String, StreamConfiguration)",7,0,1,0,0,3,0,0,0,0,No
1,RootRangeClientImplWithRetries.java,"CompletableFuture<NamespaceProperties> createNamespace(String, NamespaceConfiguration)",5,0,1,0,0,2,0,0,0,0,No
1,RootRangeClientImplWithRetries.java,CompletableFuture<Boolean> deleteNamespace(String),4,0,1,0,0,1,0,0,0,0,No
1,Option.java,void close(),2,0,1,0,0,0,0,0,0,0,No
1,InMemoryEntryLogMetadataMap.java,boolean containsKey(long),4,0,1,0,0,1,0,0,0,0,No
1,InMemoryEntryLogMetadataMap.java,"void put(long, EntryLogMetadata)",4,0,1,0,0,2,0,0,0,0,No
1,InMemoryEntryLogMetadataMap.java,"void forKey(long, BiConsumer<Long, EntryLogMetadata>)",5,0,1,0,0,2,0,0,0,0,No
1,InMemoryEntryLogMetadataMap.java,"void forEach(BiConsumer<Long, EntryLogMetadata>)",4,0,1,0,0,1,0,0,0,0,No
1,InMemoryEntryLogMetadataMap.java,int size(),4,0,1,0,0,0,0,0,0,0,No
1,InMemoryEntryLogMetadataMap.java,void remove(long),4,0,1,0,0,1,0,0,0,0,No
1,InMemoryEntryLogMetadataMap.java,boolean isEmpty(),4,0,1,0,0,0,0,0,0,0,No
1,InMemoryEntryLogMetadataMap.java,void clear(),4,0,1,0,0,0,0,0,0,0,No
1,InMemoryEntryLogMetadataMap.java,void close(),4,0,1,0,0,0,0,0,0,0,No
1,SubTreeCache.java,WatchGuard registerWatcherWithGuard(Watcher),4,0,1,2,0,1,0,0,0,0,No
1,SubTreeCache.java,void cancelWatcher(Watcher),3,0,1,2,0,1,0,0,0,0,No
1,SubTreeCache.java,"List<String> getChildren(String, Watcher)",2,0,1,2,0,2,0,0,0,0,No
1,SubTreeCache.java,List<String> getChildren(),3,0,1,2,0,0,0,0,0,0,No
1,SubTreeCache.java,void handleEvent(WatchedEvent),7,0,1,2,0,1,0,0,0,0,No
1,SubTreeCache.java,void setChildren(List<String>),3,0,1,2,0,1,0,0,0,0,No
1,SubTreeCache.java,void registerWatcher(Watcher),3,0,1,2,0,1,0,0,0,0,No
1,SubTreeCache.java,void process(WatchedEvent),7,0,1,2,0,1,0,0,0,0,No
1,SubTreeCache.java,List<String> getChildren(String),9,1,2,2,1,1,0,0,0,1,No
1,SubTreeCache.java,void close(),4,0,1,2,0,0,0,0,0,0,No
1,BookieClient.java,"long getNumPendingRequests(BookieId, long)",1,0,1,0,0,2,0,0,0,0,No
1,BookieClient.java,"void getBookieInfo(BookieId, long, GetBookieInfoCallback, Object)",2,0,1,0,0,4,0,0,0,0,No
1,BookieClient.java,"void readEntry(BookieId, long, long, ReadEntryCallback, Object, int, byte[])",4,0,1,0,0,7,0,0,0,0,No
1,BookieClient.java,"void writeLac(BookieId, long, byte[], long, ByteBufList, WriteLacCallback, Object)",2,0,1,0,0,7,0,0,0,0,No
1,BookieClient.java,"void forceLedger(BookieId, long, ForceLedgerCallback, Object)",2,0,1,0,0,4,0,0,0,0,No
1,BookieClient.java,"CompletableFuture<AvailabilityOfEntriesOfLedger> getListOfEntriesOfLedger(BookieId, long)",2,0,1,0,0,2,0,0,0,0,No
1,BookieClient.java,boolean isClosed(),1,0,1,0,0,0,58,0,0,0,Yes
1,BookieClient.java,"void readLac(BookieId, long, ReadLacCallback, Object)",1,0,1,0,0,4,0,0,0,0,No
1,BookieClient.java,"void readEntry(BookieId, long, long, ReadEntryCallback, Object, int)",4,0,1,0,0,6,0,0,0,0,No
1,BookieClient.java,List<BookieId> getFaultyBookies(),1,0,1,0,0,0,0,0,0,0,No
1,BookieClient.java,"void batchReadEntries(BookieId, long, long, int, long, BatchedReadEntryCallback, Object, int)",5,0,1,0,0,8,0,0,0,0,No
1,BookieClient.java,"void batchReadEntries(BookieId, long, long, int, long, BatchedReadEntryCallback, Object, int, byte[])",5,0,1,0,0,9,0,0,0,0,No
1,BookieClient.java,"void addEntry(BookieId, long, byte[], long, ReferenceCounted, WriteCallback, Object, int, boolean, EnumSet<WriteFlag>)",3,0,1,0,0,10,0,0,0,0,No
1,BookieClient.java,"void batchReadEntries(BookieId, long, long, int, long, BatchedReadEntryCallback, Object, int, byte[], boolean)",3,0,1,0,0,10,0,0,0,0,No
1,BookieClient.java,"void readEntryWaitForLACUpdate(BookieId, long, long, long, long, boolean, ReadEntryCallback, Object)",8,0,1,0,0,8,0,0,0,0,No
1,BookieClient.java,"void readEntry(BookieId, long, long, ReadEntryCallback, Object, int, byte[], boolean)",3,0,1,0,0,8,0,0,0,0,No
1,BookieClient.java,"boolean isWritable(BookieId, long)",1,0,1,0,0,2,0,0,0,0,No
1,BookieClient.java,void close(),1,0,1,0,0,0,224,0,0,0,Yes
1,BKRegistrationNameResolver.java,String getServiceAuthority(),4,0,1,0,0,0,0,0,0,0,No
1,BKRegistrationNameResolver.java,void shutdown(),11,1,2,0,1,0,0,0,0,1,No
1,BKRegistrationNameResolver.java,List<EquivalentAddressGroup> hostsToEquivalentAddressGroups(Set<BookieId>),8,0,1,0,0,1,0,0,0,0,No
1,BKRegistrationNameResolver.java,void resolve(),26,2,3,0,1,0,0,0,0,2,No
1,BKRegistrationNameResolver.java,void start(Listener),19,0,1,0,0,1,0,0,0,0,No
1,BoundedExecutorService.java,Future<?> submit(Runnable),5,0,1,0,0,1,0,0,0,0,No
1,BoundedExecutorService.java,void execute(Runnable),5,0,1,0,0,1,0,0,0,0,No
1,BoundedExecutorService.java,"Future<T> submit(Runnable, T)",5,0,1,0,0,2,0,0,0,0,No
